productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extCardType,extCardSubtype,extElement,extClass,extReserveCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extSpeed,extPower,extLife,extFlavorText,extMemoryCost,extDurability,extLevel
523556,Fanatical Devotee,Fanatical Devotee,https://tcgplayer-cdn.tcgplayer.com/product/523556_200w.jpg,74,23338,https://cpt.tcgcsv.com/8rc6,2024-02-15T14:58:12.9,1,Uncommon,102,"[Memory 4+] Fanatical Devotee gets +1 power. <em>(Apply this effect only if there are four or more cards in your memory.)</em>
<br>
[Class Bonus] On Death: You may banish two other fire element cards from your graveyard. When you do, deal 3 damage to target champion.",Ally,Automaton,Fire,Cleric;Tamer,3,9.69,11.14,18.95,11.66,,Foil,,2,2,,,,
523556,Fanatical Devotee,Fanatical Devotee,https://tcgplayer-cdn.tcgplayer.com/product/523556_200w.jpg,74,23338,https://cpt.tcgcsv.com/8rc6,2024-02-15T14:58:12.9,1,Uncommon,102,"[Memory 4+] Fanatical Devotee gets +1 power. <em>(Apply this effect only if there are four or more cards in your memory.)</em>
<br>
[Class Bonus] On Death: You may banish two other fire element cards from your graveyard. When you do, deal 3 damage to target champion.",Ally,Automaton,Fire,Cleric;Tamer,3,0.18,0.3,2.0,0.29,,Normal,,2,2,,,,
523566,Airship Engineer,Airship Engineer,https://tcgplayer-cdn.tcgplayer.com/product/523566_200w.jpg,74,23338,https://cpt.tcgcsv.com/lrc6,2024-02-15T14:59:13.947,1,Common,094,"[Class Bonus] Ranged 2 <em>(As long as this unit is distant, its attacks get +2 power. Apply this effect only if your champion's class matches this card's class.)</em>
<br>
On Enter: If you control a distant unit, draw a card into your memory.",Ally,Human,Fire,Ranger,2,1.99,2.75,7.99,2.45,,Foil,,1,2,,,,
523566,Airship Engineer,Airship Engineer,https://tcgplayer-cdn.tcgplayer.com/product/523566_200w.jpg,74,23338,https://cpt.tcgcsv.com/lrc6,2024-02-15T14:59:13.947,1,Common,094,"[Class Bonus] Ranged 2 <em>(As long as this unit is distant, its attacks get +2 power. Apply this effect only if your champion's class matches this card's class.)</em>
<br>
On Enter: If you control a distant unit, draw a card into your memory.",Ally,Human,Fire,Ranger,2,0.01,0.17,1.0,0.06,,Normal,,1,2,,,,
523571,Supply Drone,Supply Drone,https://tcgplayer-cdn.tcgplayer.com/product/523571_200w.jpg,74,23338,https://cpt.tcgcsv.com/rrc6,2024-04-09T11:48:27.27,1,Uncommon,085,"[Class Bonus] At the beginning of your recollection phase, materialize a Bullet card with memory cost 0 from your material deck. <em>(Apply this effect only if your champion's class matches this card's class.)</em>",Ally,Automaton,Norm,Ranger,3,0.12,0.2,2.0,0.14,,Normal,,0,4,<em>Armor-plated and heat-resistant to prevent the sympathetic detonation of critical munitions.</em>,,,
523571,Supply Drone,Supply Drone,https://tcgplayer-cdn.tcgplayer.com/product/523571_200w.jpg,74,23338,https://cpt.tcgcsv.com/rrc6,2024-04-09T11:48:27.27,1,Uncommon,085,"[Class Bonus] At the beginning of your recollection phase, materialize a Bullet card with memory cost 0 from your material deck. <em>(Apply this effect only if your champion's class matches this card's class.)</em>",Ally,Automaton,Norm,Ranger,3,1.95,2.75,5.8,3.06,,Foil,,0,4,<em>Armor-plated and heat-resistant to prevent the sympathetic detonation of critical munitions.</em>,,,
523602,Springleaf,Springleaf,https://tcgplayer-cdn.tcgplayer.com/product/523602_200w.jpg,74,23338,https://cpt.tcgcsv.com/3sc6,2024-02-15T14:56:10.437,1,Common,081,"Sacrifice Springleaf: Put a card from your hand on the bottom of your deck. If you do, draw a card.",Item;Token,Herb;Adjuvant;Leaf,Norm,Cleric,1,1.25,4.97,7.99,4.12,,Foil,,,,,,,
523602,Springleaf,Springleaf,https://tcgplayer-cdn.tcgplayer.com/product/523602_200w.jpg,74,23338,https://cpt.tcgcsv.com/3sc6,2024-02-15T14:56:10.437,1,Common,081,"Sacrifice Springleaf: Put a card from your hand on the bottom of your deck. If you do, draw a card.",Item;Token,Herb;Adjuvant;Leaf,Norm,Cleric,1,0.08,0.18,1.0,0.09,,Normal,,,,,,,
523613,Silvershine,Silvershine,https://tcgplayer-cdn.tcgplayer.com/product/523613_200w.jpg,74,23338,https://cpt.tcgcsv.com/hsc6,2024-02-05T17:23:13.43,1,Common,080,Sacrifice Silvershine: Recover 1.,Item;Token,Herb;Catalyst;Flower,Norm,Cleric,1,4.99,7.43,9.99,4.23,,Foil,,,,,,,
523613,Silvershine,Silvershine,https://tcgplayer-cdn.tcgplayer.com/product/523613_200w.jpg,74,23338,https://cpt.tcgcsv.com/hsc6,2024-02-05T17:23:13.43,1,Common,080,Sacrifice Silvershine: Recover 1.,Item;Token,Herb;Catalyst;Flower,Norm,Cleric,1,0.08,0.18,1.0,0.09,,Normal,,,,,,,
523620,Razorvine,Razorvine,https://tcgplayer-cdn.tcgplayer.com/product/523620_200w.jpg,74,23338,https://cpt.tcgcsv.com/qsc6,2024-02-26T19:29:34.017,1,Common,071,"Sacrifice Razorvine: Put a card from your hand on the bottom of your deck. If you do, draw a card.",Item;Token,Herb;Leaf;Catalyst,Norm,Cleric,1,1.94,6.95,13.0,2.98,,Foil,,,,,,,
523620,Razorvine,Razorvine,https://tcgplayer-cdn.tcgplayer.com/product/523620_200w.jpg,74,23338,https://cpt.tcgcsv.com/qsc6,2024-02-26T19:29:34.017,1,Common,071,"Sacrifice Razorvine: Put a card from your hand on the bottom of your deck. If you do, draw a card.",Item;Token,Herb;Leaf;Catalyst,Norm,Cleric,1,0.05,0.19,1.0,0.17,,Normal,,,,,,,
523623,Potion of Healing,Potion of Healing,https://tcgplayer-cdn.tcgplayer.com/product/523623_200w.jpg,74,23338,https://cpt.tcgcsv.com/tsc6,2024-02-15T14:46:57.787,1,Common,069,"Brew — Two Herbs <em>(You may sacrifice the listed objects rather than pay this card's reserve cost.)</em>
<br>
Sacrifice Healing Potion: Recover 5. <em>(To recover, remove that many damage counters from your champion.)</em>",Item,Potion,Norm,Cleric,3,0.05,0.2,1.0,0.13,,Normal,,,,,,,
523623,Potion of Healing,Potion of Healing,https://tcgplayer-cdn.tcgplayer.com/product/523623_200w.jpg,74,23338,https://cpt.tcgcsv.com/tsc6,2024-02-15T14:46:57.787,1,Common,069,"Brew — Two Herbs <em>(You may sacrifice the listed objects rather than pay this card's reserve cost.)</em>
<br>
Sacrifice Healing Potion: Recover 5. <em>(To recover, remove that many damage counters from your champion.)</em>",Item,Potion,Norm,Cleric,3,13.91,14.67,20.8,4.92,,Foil,,,,,,,
523628,Manaroot,Manaroot,https://tcgplayer-cdn.tcgplayer.com/product/523628_200w.jpg,74,23338,https://cpt.tcgcsv.com/Bsc6,2024-04-09T11:46:39.487,1,Common,063,Sacrifice Manaroot: Your champion gets +1 level until end of turn.,Item;Token,Herb;Adjuvant;Root,Norm,Cleric,1,0.05,0.2,1.0,0.08,,Normal,,,,,,,
523628,Manaroot,Manaroot,https://tcgplayer-cdn.tcgplayer.com/product/523628_200w.jpg,74,23338,https://cpt.tcgcsv.com/Bsc6,2024-04-09T11:46:39.487,1,Common,063,Sacrifice Manaroot: Your champion gets +1 level until end of turn.,Item;Token,Herb;Adjuvant;Root,Norm,Cleric,1,6.78,12.5,14.99,6.78,,Foil,,,,,,,
523632,Fraysia,Fraysia,https://tcgplayer-cdn.tcgplayer.com/product/523632_200w.jpg,74,23338,https://cpt.tcgcsv.com/Gsc6,2024-02-15T14:55:20.827,1,Common,056,Sacrifice Fraysia: Recover 1.,Item;Token,Herb;Adjuvant;Flower,Norm,Cleric,1,2.42,3.84,9.99,2.83,,Foil,,,,,,,
523632,Fraysia,Fraysia,https://tcgplayer-cdn.tcgplayer.com/product/523632_200w.jpg,74,23338,https://cpt.tcgcsv.com/Gsc6,2024-02-15T14:55:20.827,1,Common,056,Sacrifice Fraysia: Recover 1.,Item;Token,Herb;Adjuvant;Flower,Norm,Cleric,1,0.05,0.18,1.0,0.1,,Normal,,,,,,,
523635,Blightroot,Blightroot,https://tcgplayer-cdn.tcgplayer.com/product/523635_200w.jpg,74,23338,https://cpt.tcgcsv.com/Ksc6,2024-04-09T11:44:22.92,1,Common,046,Sacrifice Blightroot: Your champion gets +1 level until end of turn.,Item;Token,Herb;Catalyst;Root,Norm,Cleric,1,0.05,0.2,1.0,0.07,,Normal,,,,,,,
523635,Blightroot,Blightroot,https://tcgplayer-cdn.tcgplayer.com/product/523635_200w.jpg,74,23338,https://cpt.tcgcsv.com/Ksc6,2024-04-09T11:44:22.92,1,Common,046,Sacrifice Blightroot: Your champion gets +1 level until end of turn.,Item;Token,Herb;Catalyst;Root,Norm,Cleric,1,5.2,15.96,19.99,4.28,,Foil,,,,,,,
523658,Seeker's Rifle,Seekers Rifle,https://tcgplayer-cdn.tcgplayer.com/product/523658_200w.jpg,74,23338,https://cpt.tcgcsv.com/btc6,2024-01-26T05:03:17.27,1,Rare,027,"[Class Bonus] True Sight <em>(Attacks using this weapon can target units with stealth.)</em>
<br>
[Class Bonus] Spellshroud
<br>
On Kill: You may pay 2. If you do, materialize a Bullet card from your material deck.",Weapon;Regalia,Gun,Norm,Ranger,,0.78,1.25,2.0,1.08,,Normal,,1,,,0,2,
523658,Seeker's Rifle,Seekers Rifle,https://tcgplayer-cdn.tcgplayer.com/product/523658_200w.jpg,74,23338,https://cpt.tcgcsv.com/btc6,2024-01-26T05:03:17.27,1,Rare,027,"[Class Bonus] True Sight <em>(Attacks using this weapon can target units with stealth.)</em>
<br>
[Class Bonus] Spellshroud
<br>
On Kill: You may pay 2. If you do, materialize a Bullet card from your material deck.",Weapon;Regalia,Gun,Norm,Ranger,,8.99,11.86,19.99,11.99,,Foil,,1,,,0,2,
523667,"Tonoris, Might of Humanity",Tonoris Might of Humanity,https://tcgplayer-cdn.tcgplayer.com/product/523667_200w.jpg,74,23338,https://cpt.tcgcsv.com/mtc6,2024-02-15T14:52:33.22,1,Common,013,"Tonoris Lineage <em>(Tonoris, Might of Humanity must be leveled from a previous level ""Tonoris"" champion.)</em>
<br>
On Enter: Tonoris' next attack this turn gets +3 power.",Champion,Human,Norm,Guardian,,0.05,0.2,2.0,0.08,,Normal,,,25,"<em>With replenished strength, Tonoris serves as a beacon of hope for humanity's salvation.</em>",2,,2
523667,"Tonoris, Might of Humanity",Tonoris Might of Humanity,https://tcgplayer-cdn.tcgplayer.com/product/523667_200w.jpg,74,23338,https://cpt.tcgcsv.com/mtc6,2024-02-15T14:52:33.22,1,Common,013,"Tonoris Lineage <em>(Tonoris, Might of Humanity must be leveled from a previous level ""Tonoris"" champion.)</em>
<br>
On Enter: Tonoris' next attack this turn gets +3 power.",Champion,Human,Norm,Guardian,,9.42,9.97,29.99,10.47,,Foil,,,25,"<em>With replenished strength, Tonoris serves as a beacon of hope for humanity's salvation.</em>",2,,2
523669,"Tonoris, Lone Mercenary",Tonoris Lone Mercenary,https://tcgplayer-cdn.tcgplayer.com/product/523669_200w.jpg,74,23338,https://cpt.tcgcsv.com/ptc6,2024-02-13T14:13:37.107,1,Common,012,"On Enter: Tonoris gains taunt until the beginning of your next turn. <em>(While awake, this unit must be targeted before other units you control during your opponents' attack declarations if able.)</em>",Champion,Human,Norm,Guardian,,0.05,0.2,2.0,0.09,,Normal,,,20,"<em>Exiled and purged, he searches for his own truth.</em>",1,,1
523669,"Tonoris, Lone Mercenary",Tonoris Lone Mercenary,https://tcgplayer-cdn.tcgplayer.com/product/523669_200w.jpg,74,23338,https://cpt.tcgcsv.com/ptc6,2024-02-13T14:13:37.107,1,Common,012,"On Enter: Tonoris gains taunt until the beginning of your next turn. <em>(While awake, this unit must be targeted before other units you control during your opponents' attack declarations if able.)</em>",Champion,Human,Norm,Guardian,,19.0,23.58,31.88,23.79,,Foil,,,20,"<em>Exiled and purged, he searches for his own truth.</em>",1,,1
523672,"Diana, Deadly Duelist",Diana Deadly Duelist,https://tcgplayer-cdn.tcgplayer.com/product/523672_200w.jpg,74,23338,https://cpt.tcgcsv.com/stc6,2024-02-05T17:21:15.893,1,Common,009,"Diana Lineage <em>(Diana, Deadly Duelist must be leveled from a previous level ""Diana"" champion.)</em>
<br>
On Enter: Materialize a Bullet card from your material deck. <em>(You still pay its costs.)</em>
<br>
Inherited Effect: Ranged 2",Champion,Human,Norm,Ranger,,14.99,19.22,29.99,15.03,,Foil,,,22,,2,,2
523672,"Diana, Deadly Duelist",Diana Deadly Duelist,https://tcgplayer-cdn.tcgplayer.com/product/523672_200w.jpg,74,23338,https://cpt.tcgcsv.com/stc6,2024-02-05T17:21:15.893,1,Common,009,"Diana Lineage <em>(Diana, Deadly Duelist must be leveled from a previous level ""Diana"" champion.)</em>
<br>
On Enter: Materialize a Bullet card from your material deck. <em>(You still pay its costs.)</em>
<br>
Inherited Effect: Ranged 2",Champion,Human,Norm,Ranger,,0.05,0.19,2.0,0.11,,Normal,,,22,,2,,2
523676,"Diana, Keen Huntress",Diana Keen Huntress,https://tcgplayer-cdn.tcgplayer.com/product/523676_200w.jpg,74,23338,https://cpt.tcgcsv.com/xtc6,2024-04-09T11:45:57.65,1,Common,008,Lineage Release — Materialize a Gun card from your material deck. <em>(Activate this ability by banishing this card from your champion's inner lineage.)</em>,Champion,Human,Norm,Ranger,,0.05,0.2,1.0,0.12,,Normal,,,19,"<em>A talented archer in a past life, her mastery of firearms came naturally while on Azoth.</em>",1,,1
523676,"Diana, Keen Huntress",Diana Keen Huntress,https://tcgplayer-cdn.tcgplayer.com/product/523676_200w.jpg,74,23338,https://cpt.tcgcsv.com/xtc6,2024-04-09T11:45:57.65,1,Common,008,Lineage Release — Materialize a Gun card from your material deck. <em>(Activate this ability by banishing this card from your champion's inner lineage.)</em>,Champion,Human,Norm,Ranger,,23.61,26.91,29.99,23.07,,Foil,,,19,"<em>A talented archer in a past life, her mastery of firearms came naturally while on Azoth.</em>",1,,1
523677,"Arisanna, Master Alchemist",Arisanna Master Alchemist,https://tcgplayer-cdn.tcgplayer.com/product/523677_200w.jpg,74,23338,https://cpt.tcgcsv.com/ztc6,2024-02-15T14:57:38.17,1,Common,005,"Arisanna Lineage <em>(Arisanna, Master Alchemist must be leveled from a previous level ""Arisanna"" champion.)</em>
<br>
On Enter: Gather twice.
<br>
Inherited Effect: At the beginning of your end phase, you may sacrifice two Herbs with the same name. If you do, draw a card.",Champion,Human,Norm,Cleric,,24.99,26.48,27.97,15.03,,Foil,,,22,,2,,2
523677,"Arisanna, Master Alchemist",Arisanna Master Alchemist,https://tcgplayer-cdn.tcgplayer.com/product/523677_200w.jpg,74,23338,https://cpt.tcgcsv.com/ztc6,2024-02-15T14:57:38.17,1,Common,005,"Arisanna Lineage <em>(Arisanna, Master Alchemist must be leveled from a previous level ""Arisanna"" champion.)</em>
<br>
On Enter: Gather twice.
<br>
Inherited Effect: At the beginning of your end phase, you may sacrifice two Herbs with the same name. If you do, draw a card.",Champion,Human,Norm,Cleric,,0.05,0.19,2.0,0.11,,Normal,,,22,,2,,2
523695,"Arisanna, Herbalist Prodigy",Arisanna Herbalist Prodigy,https://tcgplayer-cdn.tcgplayer.com/product/523695_200w.jpg,74,23338,https://cpt.tcgcsv.com/Wtc6,2024-04-09T11:43:43.29,1,Common,004,"On Enter: Gather twice. <em>(To gather, summon a Blightroot, Manaroot, Silvershine, Fraysia, Razorvine, or Springleaf token, chosen at random.)</em>",Champion,Human,Norm,Cleric,,0.05,0.2,2.0,0.13,,Normal,,,19,"<em>""Adjuvants, catalysts, and materia abound! This world offers so much potential for research and experimentation. Now, what about this mixture?""</em>",1,,1
523695,"Arisanna, Herbalist Prodigy",Arisanna Herbalist Prodigy,https://tcgplayer-cdn.tcgplayer.com/product/523695_200w.jpg,74,23338,https://cpt.tcgcsv.com/Wtc6,2024-04-09T11:43:43.29,1,Common,004,"On Enter: Gather twice. <em>(To gather, summon a Blightroot, Manaroot, Silvershine, Fraysia, Razorvine, or Springleaf token, chosen at random.)</em>",Champion,Human,Norm,Cleric,,11.25,39.94,49.99,34.81,,Foil,,,19,"<em>""Adjuvants, catalysts, and materia abound! This world offers so much potential for research and experimentation. Now, what about this mixture?""</em>",1,,1
524363,Sidestep,Sidestep,https://tcgplayer-cdn.tcgplayer.com/product/524363_200w.jpg,74,23338,https://cpt.tcgcsv.com/hMc6,2024-01-26T05:03:17.27,1,Common,079,"[Level 2+] This card costs 1 less to activate. <em>(Apply this effect only if your champion is level 2 or higher.)</em>
<br>Target ally gains stealth until end of turn. <em>(This unit can't be targeted by attacks unless permitted by true sight.)</em>",Action,Reaction;Skill,Norm,Assassin,2,1.02,1.49,4.99,1.31,,Foil,Fast,,,,,,
524363,Sidestep,Sidestep,https://tcgplayer-cdn.tcgplayer.com/product/524363_200w.jpg,74,23338,https://cpt.tcgcsv.com/hMc6,2024-01-26T05:03:17.27,1,Common,079,"[Level 2+] This card costs 1 less to activate. <em>(Apply this effect only if your champion is level 2 or higher.)</em>
<br>Target ally gains stealth until end of turn. <em>(This unit can't be targeted by attacks unless permitted by true sight.)</em>",Action,Reaction;Skill,Norm,Assassin,2,0.04,0.17,1.0,0.08,,Normal,Fast,,,,,,
524367,Crimson Tear,Crimson Tear,https://tcgplayer-cdn.tcgplayer.com/product/524367_200w.jpg,74,23338,https://cpt.tcgcsv.com/mMc6,2024-01-26T05:03:17.27,1,Super Rare,099,"[Level 1+] As long as Crimson Tear is attacking or retaliating against a Human, Crimson Tear gets +1 power
<br>[Level 2+] Whenever you activate a Reaction card that targets Crimson Tear, draw a card into your memory. Then if it's not your turn, wake up Crimson Tear.",Ally;Unique,Automaton,Fire,Assassin,2,17.99,44.57,64.0,,,Foil,,2,2,,,,
524367,Crimson Tear,Crimson Tear,https://tcgplayer-cdn.tcgplayer.com/product/524367_200w.jpg,74,23338,https://cpt.tcgcsv.com/mMc6,2024-01-26T05:03:17.27,1,Super Rare,099,"[Level 1+] As long as Crimson Tear is attacking or retaliating against a Human, Crimson Tear gets +1 power
<br>[Level 2+] Whenever you activate a Reaction card that targets Crimson Tear, draw a card into your memory. Then if it's not your turn, wake up Crimson Tear.",Ally;Unique,Automaton,Fire,Assassin,2,2.85,5.0,30.99,3.81,,Normal,,2,2,,,,
524368,Crimson Tear (CSR) (ALC1E),Crimson Tear CSR ALC1E,https://tcgplayer-cdn.tcgplayer.com/product/524368_200w.jpg,74,23338,https://cpt.tcgcsv.com/nMc6,2024-01-26T05:03:17.27,1,Collector Super Rare,099,"[Level 1+] As long as Crimson Tear is attacking or retaliating against a Human, Crimson Tear gets +1 power
<br>[Level 2+] Whenever you activate a Reaction card that targets Crimson Tear, draw a card into your memory. Then if it's not your turn, wake up Crimson Tear.",,,Fire,,2,299.95,347.49,700.0,199.99,,Foil,,2,2,,,,
524369,Navigate the Streets,Navigate the Streets,https://tcgplayer-cdn.tcgplayer.com/product/524369_200w.jpg,74,23338,https://cpt.tcgcsv.com/pMc6,2024-01-26T05:03:17.27,1,Uncommon,064,"Glimpse 1+X, where X is the amount of domains you control. <em>(To glimpse, look at that many cards from the top of your deck. Put those cards back on the top or on the bottom of your deck in any order.)</em>
<br>Floating Memory",Action,Skill,Norm,Ranger,1,4.99,6.22,10.5,5.78,,Foil,Slow,,,,,,
524369,Navigate the Streets,Navigate the Streets,https://tcgplayer-cdn.tcgplayer.com/product/524369_200w.jpg,74,23338,https://cpt.tcgcsv.com/pMc6,2024-01-26T05:03:17.27,1,Uncommon,064,"Glimpse 1+X, where X is the amount of domains you control. <em>(To glimpse, look at that many cards from the top of your deck. Put those cards back on the top or on the bottom of your deck in any order.)</em>
<br>Floating Memory",Action,Skill,Norm,Ranger,1,0.18,0.25,2.0,0.2,,Normal,Slow,,,,,,
524370,"Dahlia, Idyllic Dreamer",Dahlia Idyllic Dreamer,https://tcgplayer-cdn.tcgplayer.com/product/524370_200w.jpg,74,23338,https://cpt.tcgcsv.com/qMc6,2024-01-26T05:03:17.27,1,Super Rare,128,"[Class Bonus] On Attack: Look at the top card of your deck. If it's a water element card, you may put it into your graveyard.
<br>Dahlia has ranged X, where X is the amount of water element cards in your graveyard.",Ally;Unique,Automaton,Water,Ranger,3,12.99,20.99,28.98,10.59,,Foil,,1,3,,,,
524370,"Dahlia, Idyllic Dreamer",Dahlia Idyllic Dreamer,https://tcgplayer-cdn.tcgplayer.com/product/524370_200w.jpg,74,23338,https://cpt.tcgcsv.com/qMc6,2024-01-26T05:03:17.27,1,Super Rare,128,"[Class Bonus] On Attack: Look at the top card of your deck. If it's a water element card, you may put it into your graveyard.
<br>Dahlia has ranged X, where X is the amount of water element cards in your graveyard.",Ally;Unique,Automaton,Water,Ranger,3,4.56,5.58,19.99,5.21,,Normal,,1,3,,,,
524371,"Dahlia, Idyllic Dreamer (CSR) (ALC1E)",Dahlia Idyllic Dreamer CSR ALC1E,https://tcgplayer-cdn.tcgplayer.com/product/524371_200w.jpg,74,23338,https://cpt.tcgcsv.com/rMc6,2024-01-26T05:03:17.27,1,Collector Super Rare,128,"[Class Bonus] On Attack: Look at the top card of your deck. If it's a water element card, you may put it into your graveyard.
<br>Dahlia has ranged X, where X is the amount of water element cards in your graveyard.",,,Water,,3,319.9,334.96,334.97,,,Foil,,1,3,,,,
524372,Into the Fray,Into the Fray,https://tcgplayer-cdn.tcgplayer.com/product/524372_200w.jpg,74,23338,https://cpt.tcgcsv.com/sMc6,2024-02-15T14:50:39.47,1,Common,060,"Up to one target ally you control gets +1power until end of turn for each other ally you control.
[Class Bonus] Floating Memory <em>(While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)",Action,Skill,Norm,Guardian,2,1.49,3.74,6.71,1.73,,Foil,Fast,,,,,,
524372,Into the Fray,Into the Fray,https://tcgplayer-cdn.tcgplayer.com/product/524372_200w.jpg,74,23338,https://cpt.tcgcsv.com/sMc6,2024-02-15T14:50:39.47,1,Common,060,"Up to one target ally you control gets +1power until end of turn for each other ally you control.
[Class Bonus] Floating Memory <em>(While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)",Action,Skill,Norm,Guardian,2,0.03,0.18,1.0,0.09,,Normal,Fast,,,,,,
