productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extDescription,extCardType,extCardSubtype,extElement,extClass,extMemoryCost,extLevel,extLife,extFlavorText,extPower,extDurability,extReserveCost,extSpeed
583927,"Kongming, Ascetic Vice",Kongming Ascetic Vice,https://tcgplayer-cdn.tcgplayer.com/product/583927_200w.jpg,74,23545,https://cpt.tcgcsv.com/zBH6,2024-10-11T04:08:17.513,1,2.61,5.0,34.99,10.85,,Foil,Common,008,"Kongming Lineage (Kongming, Ascetic Vice must be leveled from a previous level ""Kongming"" champion.) <br><br>
<br><br>
On Enter: Empower 3.<br><br>
<br><br>
Inherited Effect — Whenever your Shifting Currents change from facing North to South, draw a card.",Champion,Human,Norm,Mage,2,2,22,,,,,
583928,"Kongming, Ascetic Vice (CSR)",Kongming Ascetic Vice CSR,https://tcgplayer-cdn.tcgplayer.com/product/583928_200w.jpg,74,23545,https://cpt.tcgcsv.com/BBH6,2024-10-23T13:40:53.133,1,375.0,399.99,599.98,233.7,,Foil,Collector Super Rare,008,"Kongming Lineage (Kongming, Ascetic Vice must be leveled from a previous level ""Kongming"" champion.) <br>
<br>
<br>
<br>
On Enter: Empower 3.<br>
<br>
<br>
<br>
Inherited Effect — Whenever your Shifting Currents change from facing North to South, draw a card.",Champion,Human,Norm,Mage,2,2,22,<em>I will no longer exist merely in your shadows!</em>,,,,
583929,"Kongming, Fel Eidolon",Kongming Fel Eidolon,https://tcgplayer-cdn.tcgplayer.com/product/583929_200w.jpg,74,23545,https://cpt.tcgcsv.com/CBH6,2024-10-11T04:08:17.513,1,0.1,0.2,0.52,0.14,,Normal,Common,009,"Kongming Lineage <br><br>
<br><br>
On Enter: Recover X, where X is the amount of tera element cards in your banishment.<br><br>
<br><br>
Whenever you activate a Spell card, you may change the direction of your Shifting Currents to an adjacent direction of your choice.",Champion,Human,Tera,Mage,3,3,25,,,,,
583929,"Kongming, Fel Eidolon",Kongming Fel Eidolon,https://tcgplayer-cdn.tcgplayer.com/product/583929_200w.jpg,74,23545,https://cpt.tcgcsv.com/CBH6,2024-10-11T04:08:17.513,1,2.0,6.38,67.99,6.07,,Foil,Common,009,"Kongming Lineage <br><br>
<br><br>
On Enter: Recover X, where X is the amount of tera element cards in your banishment.<br><br>
<br><br>
Whenever you activate a Spell card, you may change the direction of your Shifting Currents to an adjacent direction of your choice.",Champion,Human,Tera,Mage,3,3,25,,,,,
583930,"Kongming, Fel Eidolon (CUR)",Kongming Fel Eidolon CUR,https://tcgplayer-cdn.tcgplayer.com/product/583930_200w.jpg,74,23545,https://cpt.tcgcsv.com/DBH6,2024-10-23T13:36:13.943,1,,,,,,,Collector Ultra Rare,009,"Kongming Lineage <br>
<br>
<br>
<br>
On Enter: Recover X, where X is the amount of tera element cards in your banishment.<br>
<br>
<br>
<br>
Whenever you activate a Spell card, you may change the direction of your Shifting Currents to an adjacent direction of your choice.",Champion,Human,Tera,Mage,3,3,25,,,,,
583931,Crescent Glaive,Crescent Glaive,https://tcgplayer-cdn.tcgplayer.com/product/583931_200w.jpg,74,23545,https://cpt.tcgcsv.com/FBH6,2024-10-11T04:08:17.513,1,0.7,1.48,9.99,1.7,,Foil,Common,010,[Class Bonus] [Level 2+] Crescent Glaive gets +1 power. (Apply this effect only if your champion's class matches this card's class and only if your champion is level 2 or higher.),Weapon;Regalia,Polearm,Norm,Warrior,1,,,<em>The centerpiece of the Imperial Armory.</em>,1,3,,
583931,Crescent Glaive,Crescent Glaive,https://tcgplayer-cdn.tcgplayer.com/product/583931_200w.jpg,74,23545,https://cpt.tcgcsv.com/FBH6,2024-10-11T04:08:17.513,1,0.03,0.17,0.52,0.08,,Normal,Common,010,[Class Bonus] [Level 2+] Crescent Glaive gets +1 power. (Apply this effect only if your champion's class matches this card's class and only if your champion is level 2 or higher.),Weapon;Regalia,Polearm,Norm,Warrior,1,,,<em>The centerpiece of the Imperial Armory.</em>,1,3,,
583932,Defender's Maul,Defenders Maul,https://tcgplayer-cdn.tcgplayer.com/product/583932_200w.jpg,74,23545,https://cpt.tcgcsv.com/GBH6,2024-10-11T04:08:17.513,1,0.04,0.18,0.52,0.09,,Normal,Common,011,"[Class Bonus] [Level 2+] Defender's Maul gets +2 power. (Apply this effect only if your champion's class matches this card's class and only if your champion is level 2 or higher.)<br><br>
<br><br>
As an additional cost to use this weapon for an attack, pay (2).",Weapon;Regalia,Hammer,Norm,Guardian,1,,,,2,3,,
583932,Defender's Maul,Defenders Maul,https://tcgplayer-cdn.tcgplayer.com/product/583932_200w.jpg,74,23545,https://cpt.tcgcsv.com/GBH6,2024-10-11T04:08:17.513,1,0.49,1.38,8.0,1.01,,Foil,Common,011,"[Class Bonus] [Level 2+] Defender's Maul gets +2 power. (Apply this effect only if your champion's class matches this card's class and only if your champion is level 2 or higher.)<br><br>
<br><br>
As an additional cost to use this weapon for an attack, pay (2).",Weapon;Regalia,Hammer,Norm,Guardian,1,,,,2,3,,
583933,Emergent Dagger,Emergent Dagger,https://tcgplayer-cdn.tcgplayer.com/product/583933_200w.jpg,74,23545,https://cpt.tcgcsv.com/HBH6,2024-10-11T04:08:17.513,1,1.32,2.37,5.99,2.37,,Foil,Common,012,[Class Bonus] [Level 2+] Emergent Dagger gets +2 power. (Apply this effect only if your champion's class matches this card's class and only if your champion is level 2 or higher.),Weapon;Regalia,Dagger,Norm,Assassin,1,,,<em>A hidden blade for unforseen problems.</em>,1,2,,
583933,Emergent Dagger,Emergent Dagger,https://tcgplayer-cdn.tcgplayer.com/product/583933_200w.jpg,74,23545,https://cpt.tcgcsv.com/HBH6,2024-10-11T04:08:17.513,1,0.05,0.15,0.52,0.12,,Normal,Common,012,[Class Bonus] [Level 2+] Emergent Dagger gets +2 power. (Apply this effect only if your champion's class matches this card's class and only if your champion is level 2 or higher.),Weapon;Regalia,Dagger,Norm,Assassin,1,,,<em>A hidden blade for unforseen problems.</em>,1,2,,
583934,Fan of Insight,Fan of Insight,https://tcgplayer-cdn.tcgplayer.com/product/583934_200w.jpg,74,23545,https://cpt.tcgcsv.com/JBH6,2024-10-11T04:08:17.513,1,0.03,0.2,0.52,0.2,,Normal,Common,013,"[Class Bonus] [Level 2+] On Enter: Draw a card into your memory. (Apply this effect only if your champion's class matches this card's class and only if your champion is level 2 or higher.)<br><br>
<br><br>
Banish Fan of Insight: Return a card from your memory to your hand.",Item;Regalia,Fan,Norm,Cleric,1,,,,,,,
583934,Fan of Insight,Fan of Insight,https://tcgplayer-cdn.tcgplayer.com/product/583934_200w.jpg,74,23545,https://cpt.tcgcsv.com/JBH6,2024-10-11T04:08:17.513,1,1.19,2.8,10.58,1.48,,Foil,Common,013,"[Class Bonus] [Level 2+] On Enter: Draw a card into your memory. (Apply this effect only if your champion's class matches this card's class and only if your champion is level 2 or higher.)<br><br>
<br><br>
Banish Fan of Insight: Return a card from your memory to your hand.",Item;Regalia,Fan,Norm,Cleric,1,,,,,,,
583935,Ghostsight Glass,Ghostsight Glass,https://tcgplayer-cdn.tcgplayer.com/product/583935_200w.jpg,74,23545,https://cpt.tcgcsv.com/KBH6,2024-10-11T04:08:17.513,1,2.8,9.99,29.99,5.68,,Foil,Rare,014,"(3), [REST]: Target unit gains true sight until end of turn. Activate this ability only at slow speed. (Units with true sight can attack units with stealth.)",Item;Regalia,Accessory,Norm,Cleric,0,,,"<em>A bronze mirror from the furnaces of Ritai, rumored to have been forged with Suzaku's flames.</em>",,,,
583935,Ghostsight Glass,Ghostsight Glass,https://tcgplayer-cdn.tcgplayer.com/product/583935_200w.jpg,74,23545,https://cpt.tcgcsv.com/KBH6,2024-10-11T04:08:17.513,1,0.75,0.98,2.49,0.9,,Normal,Rare,014,"(3), [REST]: Target unit gains true sight until end of turn. Activate this ability only at slow speed. (Units with true sight can attack units with stealth.)",Item;Regalia,Accessory,Norm,Cleric,0,,,"<em>A bronze mirror from the furnaces of Ritai, rumored to have been forged with Suzaku's flames.</em>",,,,
583936,Imperial Seal,Imperial Seal,https://tcgplayer-cdn.tcgplayer.com/product/583936_200w.jpg,74,23545,https://cpt.tcgcsv.com/LBH6,2024-10-23T13:47:40.35,1,45.12,56.16,89.99,51.81,,Normal,Ultra Rare,015,"Divine Relic (You can only have one card with this keyword in your material deck.)<br>
<br>
<br>
<br>
Banish Imperial Seal: All basic elements are enabled for you until end of turn. (Fire, water, and wind are basic elements.)",Item;Regalia,Artifact,Norm,Mage,0,,,,,,,
583936,Imperial Seal,Imperial Seal,https://tcgplayer-cdn.tcgplayer.com/product/583936_200w.jpg,74,23545,https://cpt.tcgcsv.com/LBH6,2024-10-23T13:47:40.35,1,249.99,380.0,599.95,199.99,,Foil,Ultra Rare,015,"Divine Relic (You can only have one card with this keyword in your material deck.)<br>
<br>
<br>
<br>
Banish Imperial Seal: All basic elements are enabled for you until end of turn. (Fire, water, and wind are basic elements.)",Item;Regalia,Artifact,Norm,Mage,0,,,,,,,
583937,Intricate Longbow,Intricate Longbow,https://tcgplayer-cdn.tcgplayer.com/product/583937_200w.jpg,74,23545,https://cpt.tcgcsv.com/MBH6,2024-10-11T04:08:17.513,1,0.8,1.63,3.56,2.58,,Foil,Common,016,"(Bow — Must be loaded to use for an attack and can't be used with an attack card.)<br><br>
<br><br>
[Class Bonus] [Level 2+] Intricate Longbow gets +1 power. (Apply this effect only if your champion's class matches this card's class and only if your champion is level 2 or higher.)",Weapon;Regalia,Bow,Norm,Ranger,1,,,,1,4,,
583937,Intricate Longbow,Intricate Longbow,https://tcgplayer-cdn.tcgplayer.com/product/583937_200w.jpg,74,23545,https://cpt.tcgcsv.com/MBH6,2024-10-11T04:08:17.513,1,0.05,0.17,0.52,0.09,,Normal,Common,016,"(Bow — Must be loaded to use for an attack and can't be used with an attack card.)<br><br>
<br><br>
[Class Bonus] [Level 2+] Intricate Longbow gets +1 power. (Apply this effect only if your champion's class matches this card's class and only if your champion is level 2 or higher.)",Weapon;Regalia,Bow,Norm,Ranger,1,,,,1,4,,
583938,Mandate of Honor,Mandate of Honor,https://tcgplayer-cdn.tcgplayer.com/product/583938_200w.jpg,74,23545,https://cpt.tcgcsv.com/NBH6,2024-10-11T04:08:17.513,1,3.0,4.99,21.3,4.68,,Normal,Super Rare,017,"As long as you control a unique ally, each player with influence eight or more can't draw cards. (A player's influence is equal to the total amount of cards in their hand and memory.)",Item;Regalia,Accessory,Norm,Cleric,0,,,<em>Honor between heroes.</em>,,,,
583938,Mandate of Honor,Mandate of Honor,https://tcgplayer-cdn.tcgplayer.com/product/583938_200w.jpg,74,23545,https://cpt.tcgcsv.com/NBH6,2024-10-11T04:08:17.513,1,7.0,13.99,39.99,10.28,,Foil,Super Rare,017,"As long as you control a unique ally, each player with influence eight or more can't draw cards. (A player's influence is equal to the total amount of cards in their hand and memory.)",Item;Regalia,Accessory,Norm,Cleric,0,,,<em>Honor between heroes.</em>,,,,
583939,Orb of Regret,Orb of Regret,https://tcgplayer-cdn.tcgplayer.com/product/583939_200w.jpg,74,23545,https://cpt.tcgcsv.com/PBH6,2024-10-11T04:08:17.513,1,0.25,0.39,2.0,0.3,,Normal,Rare,018,"Banish Orb of Regret: Shuffle up to three cards from your hand into your deck, then draw that many cards.",Item;Regalia,Bauble,Norm,Cleric,0,,,"<em>No being is truly bound to their fate, at least not when the will of the divine can be swayed.</em>",,,,
583939,Orb of Regret,Orb of Regret,https://tcgplayer-cdn.tcgplayer.com/product/583939_200w.jpg,74,23545,https://cpt.tcgcsv.com/PBH6,2024-10-11T04:08:17.513,1,2.49,5.0,8.98,2.41,,Foil,Rare,018,"Banish Orb of Regret: Shuffle up to three cards from your hand into your deck, then draw that many cards.",Item;Regalia,Bauble,Norm,Cleric,0,,,"<em>No being is truly bound to their fate, at least not when the will of the divine can be swayed.</em>",,,,
583940,Orb of Sealing,Orb of Sealing,https://tcgplayer-cdn.tcgplayer.com/product/583940_200w.jpg,74,23545,https://cpt.tcgcsv.com/QBH6,2024-10-11T04:08:17.513,1,15.99,98.96,124.99,13.06,,Foil,Super Rare,019,"REST: Put a seal counter on up to two target face up non-champion non-regalia cards in a single banishment and turn them face down.<br><br>
<br><br>
On Leave: Remove all seal counters from all cards in each banishment. If a card had a seal counter removed from it this way, turn it face up.",Item;Regalia,Bauble,Norm,Cleric,0,,,,,,,
583940,Orb of Sealing,Orb of Sealing,https://tcgplayer-cdn.tcgplayer.com/product/583940_200w.jpg,74,23545,https://cpt.tcgcsv.com/QBH6,2024-10-11T04:08:17.513,1,7.99,13.28,18.99,3.07,,Normal,Super Rare,019,"REST: Put a seal counter on up to two target face up non-champion non-regalia cards in a single banishment and turn them face down.<br><br>
<br><br>
On Leave: Remove all seal counters from all cards in each banishment. If a card had a seal counter removed from it this way, turn it face up.",Item;Regalia,Bauble,Norm,Cleric,0,,,,,,,
583941,Primal Whip,Primal Whip,https://tcgplayer-cdn.tcgplayer.com/product/583941_200w.jpg,74,23545,https://cpt.tcgcsv.com/RBH6,2024-10-11T04:08:17.513,1,0.03,0.18,0.52,0.09,,Normal,Common,020,[Class Bonus] [Level 2+] On Attack: Up to two target non-Human allies get +1 power until end of turn. (Apply this effect only if your champion's class matches this card's class and only if your champion is level 2 or higher.),Weapon;Regalia,Whip,Norm,Tamer,1,,,,1,3,,
583941,Primal Whip,Primal Whip,https://tcgplayer-cdn.tcgplayer.com/product/583941_200w.jpg,74,23545,https://cpt.tcgcsv.com/RBH6,2024-10-11T04:08:17.513,1,0.87,3.75,6.0,2.43,,Foil,Common,020,[Class Bonus] [Level 2+] On Attack: Up to two target non-Human allies get +1 power until end of turn. (Apply this effect only if your champion's class matches this card's class and only if your champion is level 2 or higher.),Weapon;Regalia,Whip,Norm,Tamer,1,,,,1,3,,
583942,Tome of Sorcery,Tome of Sorcery,https://tcgplayer-cdn.tcgplayer.com/product/583942_200w.jpg,74,23545,https://cpt.tcgcsv.com/SBH6,2024-10-11T04:08:17.513,1,3.9,5.98,14.0,6.39,,Foil,Common,021,"[Class Bonus] [Level 2+] On Enter: Draw a card into your memory. (Apply this effect only if your champion's class matches this card's class.)<br><br>
<br><br>
[REST]: Empower 1. (The next Spell card you activate this turn activates and resolves as if your champion got +1 level.)",Item;Regalia,Book,Norm,Mage,1,,,,,,,
583942,Tome of Sorcery,Tome of Sorcery,https://tcgplayer-cdn.tcgplayer.com/product/583942_200w.jpg,74,23545,https://cpt.tcgcsv.com/SBH6,2024-10-11T04:08:17.513,1,0.05,0.15,0.52,0.12,,Normal,Common,021,"[Class Bonus] [Level 2+] On Enter: Draw a card into your memory. (Apply this effect only if your champion's class matches this card's class.)<br><br>
<br><br>
[REST]: Empower 1. (The next Spell card you activate this turn activates and resolves as if your champion got +1 level.)",Item;Regalia,Book,Norm,Mage,1,,,,,,,
583943,Dragon's Dawn,Dragons Dawn,https://tcgplayer-cdn.tcgplayer.com/product/583943_200w.jpg,74,23545,https://cpt.tcgcsv.com/TBH6,2024-10-23T13:47:03.667,1,3.97,6.74,32.0,5.27,,Normal,Ultra Rare,022,"As an additional cost to materialize this card, banish three fire element cards from your graveyard. <br>
<br>
<br>
<br>
[Class Bonus] On Attack: You may discard a fire element card and have Dragon's Dawn deal 2 unpreventable damage to your champion. If you do, this attack gets +2 power and gains ""On Champion Hit: Draw a card.""",Weapon;Regalia,Polearm,Fire,Warrior,1,,,,2,3,,
583943,Dragon's Dawn,Dragons Dawn,https://tcgplayer-cdn.tcgplayer.com/product/583943_200w.jpg,74,23545,https://cpt.tcgcsv.com/TBH6,2024-10-23T13:47:03.667,1,149.99,197.6,299.99,,,Foil,Ultra Rare,022,"As an additional cost to materialize this card, banish three fire element cards from your graveyard. <br>
<br>
<br>
<br>
[Class Bonus] On Attack: You may discard a fire element card and have Dragon's Dawn deal 2 unpreventable damage to your champion. If you do, this attack gets +2 power and gains ""On Champion Hit: Draw a card.""",Weapon;Regalia,Polearm,Fire,Warrior,1,,,,2,3,,
583944,Everflame Staff,Everflame Staff,https://tcgplayer-cdn.tcgplayer.com/product/583944_200w.jpg,74,23545,https://cpt.tcgcsv.com/VBH6,2024-10-11T04:08:17.513,1,26.82,29.99,34.91,29.23,,Foil,Super Rare,023,"Whenever a fire element Spell source you control deals damage, put a refinement counter on Everflame Staff.<br><br>
<br><br>
[Class Bonus] Banish Everflame Staff: As a Spell, deal 4 damage to target champion. Activate this ability only if there are three or more refinement counters on Everflame Staff.",Item;Regalia,Staff,Fire,Cleric;Mage,0,,,,,,,
583944,Everflame Staff,Everflame Staff,https://tcgplayer-cdn.tcgplayer.com/product/583944_200w.jpg,74,23545,https://cpt.tcgcsv.com/VBH6,2024-10-11T04:08:17.513,1,5.0,7.88,15.0,8.99,,Normal,Super Rare,023,"Whenever a fire element Spell source you control deals damage, put a refinement counter on Everflame Staff.<br><br>
<br><br>
[Class Bonus] Banish Everflame Staff: As a Spell, deal 4 damage to target champion. Activate this ability only if there are three or more refinement counters on Everflame Staff.",Item;Regalia,Staff,Fire,Cleric;Mage,0,,,,,,,
583945,Gem of Searing Flame,Gem of Searing Flame,https://tcgplayer-cdn.tcgplayer.com/product/583945_200w.jpg,74,23545,https://cpt.tcgcsv.com/WBH6,2024-10-11T04:08:17.513,1,0.3,0.55,2.99,0.51,,Normal,Rare,024,"As a Spell, whenever your Shifting Currents change from facing North to West, deal 2 damage to target champion.",Item;Regalia,Crystal,Fire,Mage,0,,,<em>Sanguo sleeps upon a woodfire hidden beneath the tinderwood.</em>,,,,
583945,Gem of Searing Flame,Gem of Searing Flame,https://tcgplayer-cdn.tcgplayer.com/product/583945_200w.jpg,74,23545,https://cpt.tcgcsv.com/WBH6,2024-10-11T04:08:17.513,1,7.72,8.5,10.75,9.52,,Foil,Rare,024,"As a Spell, whenever your Shifting Currents change from facing North to West, deal 2 damage to target champion.",Item;Regalia,Crystal,Fire,Mage,0,,,<em>Sanguo sleeps upon a woodfire hidden beneath the tinderwood.</em>,,,,
583946,Ebbing Tide,Ebbing Tide,https://tcgplayer-cdn.tcgplayer.com/product/583946_200w.jpg,74,23545,https://cpt.tcgcsv.com/XBH6,2024-10-23T13:46:42.613,1,147.0,161.7,350.0,,,Foil,Ultra Rare,025,"Hindered (This object enters the field rested.)<br>
<br>
<br>
<br>
[REST]: Empower 2. Activate this ability only if your Shifting Currents face East or West.<br>
<br>
<br>
<br>
[REST]: Banish Ebbing Tide: Empower X, where X is the amount of water element cards in your graveyard. Activate this ability only at slow speed and only if your Shifting Currents face North or South.",Item;Regalia,Fan,Water,Mage,1,,,,,,,
