productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extCardType,extCardSubtype,extElement,extClass,extReserveCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMemoryCost,extSpeed,extFlavorText,extLevel,extLife,extPower,extDurability
498014,"Merlin, Kingslayer (A) (CSR)",Merlin Kingslayer A CSR,https://tcgplayer-cdn.tcgplayer.com/product/498014_200w.jpg,74,23212,https://cpt.tcgcsv.com/jd_5,2023-08-25T04:03:10.707,1,Collector Super Rare,004A,"Merlin Lineage
<br>
At the beginning of your recollection phase, put a level counter on Merlin. Then, if there's an even amount of level counters on Merlin, draw a card and Merlin's attacks get +2 Power until end of turn.",Champion,Human,Crux,Warrior;Mage,,644.98,644.99,644.99,,,Foil,3,,,3,28,,
498015,"Kraal, Stonescale Tyrant (CSR)",Kraal Stonescale Tyrant CSR,https://tcgplayer-cdn.tcgplayer.com/product/498015_200w.jpg,74,23212,https://cpt.tcgcsv.com/kd_5,2023-08-25T04:03:10.707,1,Collector Super Rare,090,"As an additional cost to activate this card, banish two preserved cards from your material deck.
<br>
Intercept, Spellshroud, True Sight, Vigor
<br>
[Class Bonus] On Attack: Reveal the top two cards of your deck and put them into your material deck preserved.",Ally;Unique,Beast;Dragon,Tera,Tamer,5,299.98,299.99,593.25,118.75,,Foil,,,,,8,6,
498016,Illuminate Secrets,Illuminate Secrets,https://tcgplayer-cdn.tcgplayer.com/product/498016_200w.jpg,74,23212,https://cpt.tcgcsv.com/ld_5,2023-08-25T04:03:10.707,1,Rare,087,Deal an amount of damage to target unit equal to its owner's influence minus your influence. (A player's influence is equal to the total amount of cards in their hand and memory.),Action,Spell,Luxem,Mage;Assassin,2,0.46,0.85,3.99,0.63,,Foil,,Fast,<em>The light protects those unjustly oppressed.</em>,,,,
498016,Illuminate Secrets,Illuminate Secrets,https://tcgplayer-cdn.tcgplayer.com/product/498016_200w.jpg,74,23212,https://cpt.tcgcsv.com/ld_5,2023-08-25T04:03:10.707,1,Rare,087,Deal an amount of damage to target unit equal to its owner's influence minus your influence. (A player's influence is equal to the total amount of cards in their hand and memory.),Action,Spell,Luxem,Mage;Assassin,2,0.09,0.2,2.0,0.14,,Normal,,Fast,<em>The light protects those unjustly oppressed.</em>,,,,
498017,Innervate Agility,Innervate Agility,https://tcgplayer-cdn.tcgplayer.com/product/498017_200w.jpg,74,23212,https://cpt.tcgcsv.com/md_5,2023-08-25T04:03:10.707,1,Rare,076,"As an additional cost to activate this card, delevel your champion and recover 5. (To delevel your champion, return the cop card of its lineage to your material deck.)
<br>
Units you control gain your choice of stealth or spellshroud until end of turn.",Action,Reaction;Spell,Wind,Mage,2,9.99,13.69,13.74,8.68,,Foil,,Fast,,,,,
498017,Innervate Agility,Innervate Agility,https://tcgplayer-cdn.tcgplayer.com/product/498017_200w.jpg,74,23212,https://cpt.tcgcsv.com/md_5,2023-08-25T04:03:10.707,1,Rare,076,"As an additional cost to activate this card, delevel your champion and recover 5. (To delevel your champion, return the cop card of its lineage to your material deck.)
<br>
Units you control gain your choice of stealth or spellshroud until end of turn.",Action,Reaction;Spell,Wind,Mage,2,1.36,1.47,3.99,1.41,,Normal,,Fast,,,,,
498018,"Kraal, Stonescale Tyrant",Kraal Stonescale Tyrant,https://tcgplayer-cdn.tcgplayer.com/product/498018_200w.jpg,74,23212,https://cpt.tcgcsv.com/nd_5,2023-08-25T04:03:10.707,1,Super Rare,090,"As an additional cost to activate this card, banish two preserved cards from your material deck.
<br>
Intercept, Spellshroud, True Sight, Vigor
<br>
[Class Bonus] On Attack: Reveal the top two cards of your deck and put them into your material deck preserved.",Ally;Unique,Beast;Dragon,Tera,Tamer,5,8.0,11.95,36.98,9.99,,Foil,,,,,8,6,
498018,"Kraal, Stonescale Tyrant",Kraal Stonescale Tyrant,https://tcgplayer-cdn.tcgplayer.com/product/498018_200w.jpg,74,23212,https://cpt.tcgcsv.com/nd_5,2023-08-25T04:03:10.707,1,Super Rare,090,"As an additional cost to activate this card, banish two preserved cards from your material deck.
<br>
Intercept, Spellshroud, True Sight, Vigor
<br>
[Class Bonus] On Attack: Reveal the top two cards of your deck and put them into your material deck preserved.",Ally;Unique,Beast;Dragon,Tera,Tamer,5,0.79,1.82,6.99,1.82,,Normal,,,,,8,6,
498020,"Lancelot, Goliath of Aesa (CSR)",Lancelot Goliath of Aesa CSR,https://tcgplayer-cdn.tcgplayer.com/product/498020_200w.jpg,74,23212,https://cpt.tcgcsv.com/qd_5,2023-08-25T04:03:10.707,1,Collector Super Rare,037,"Hindered
<br>
[Class Bonus] [Level 2+] Lancelot gets +2 Life.
<br>
On Attack: You may pay (3). If you do, Lancelot gets +3 Power until end of turn.",Ally;Unique,Human,Norm,Warrior;Guardian,4,74.99,91.99,450.0,76.31,,Foil,,,"<em>""I greet the burden of a thousand lives...""</em>",,3,2,
498021,"Lancelot, Goliath of Aesa",Lancelot Goliath of Aesa,https://tcgplayer-cdn.tcgplayer.com/product/498021_200w.jpg,74,23212,https://cpt.tcgcsv.com/rd_5,2023-08-25T04:03:10.707,1,Super Rare,037,"Hindered
<br>
[Class Bonus] [Level 2+] Lancelot gets +2 Life.
<br>
On Attack: You may pay (3). If you do, Lancelot gets +3 Power until end of turn.",Ally;Unique,Beast;Dragon,Norm,Tamer,4,1.66,4.64,13.96,1.66,,Foil,,,"<em>""I greet the burden of a thousand lives...""</em>",,3,2,
498021,"Lancelot, Goliath of Aesa",Lancelot Goliath of Aesa,https://tcgplayer-cdn.tcgplayer.com/product/498021_200w.jpg,74,23212,https://cpt.tcgcsv.com/rd_5,2023-08-25T04:03:10.707,1,Super Rare,037,"Hindered
<br>
[Class Bonus] [Level 2+] Lancelot gets +2 Life.
<br>
On Attack: You may pay (3). If you do, Lancelot gets +3 Power until end of turn.",Ally;Unique,Beast;Dragon,Norm,Tamer,4,0.24,0.79,9.99,0.36,,Normal,,,"<em>""I greet the burden of a thousand lives...""</em>",,3,2,
498024,Mark of Fervor,Mark of Fervor,https://tcgplayer-cdn.tcgplayer.com/product/498024_200w.jpg,74,23212,https://cpt.tcgcsv.com/vd_5,2023-08-25T04:03:10.707,1,Common,078,"Ally Link (This object enters the field linked to target ally. If the link is broken, sacrifice this object.)
<br>
Linked ally gets +1 Power and +1 Life, and has vigor.",Phantasia,Spell,Wind,Tamer,2,0.1,0.35,4.99,0.28,,Foil,,,"<em>Through powerful bonds, one's inner strength can freely flourish.</em>",,,,
498024,Mark of Fervor,Mark of Fervor,https://tcgplayer-cdn.tcgplayer.com/product/498024_200w.jpg,74,23212,https://cpt.tcgcsv.com/vd_5,2023-08-25T04:03:10.707,1,Common,078,"Ally Link (This object enters the field linked to target ally. If the link is broken, sacrifice this object.)
<br>
Linked ally gets +1 Power and +1 Life, and has vigor.",Phantasia,Spell,Wind,Tamer,2,0.04,0.15,1.99,0.07,,Normal,,,"<em>Through powerful bonds, one's inner strength can freely flourish.</em>",,,,
498025,"Merlin, Kingslayer",Merlin Kingslayer,https://tcgplayer-cdn.tcgplayer.com/product/498025_200w.jpg,74,23212,https://cpt.tcgcsv.com/wd_5,2023-08-25T04:03:10.707,1,Super Rare,004,"Merlin Lineage
<br>
At the beginning of your recollection phase, put a level counter on Merlin. Then, if there's an even amount of level counters on Merlin, draw a card and Merlin's attacks get +2 Power until end of turn.",Champion,Human,Crux,Warrior;Mage,,42.75,45.0,49.96,38.37,,Foil,3,,,3,28,,
498025,"Merlin, Kingslayer",Merlin Kingslayer,https://tcgplayer-cdn.tcgplayer.com/product/498025_200w.jpg,74,23212,https://cpt.tcgcsv.com/wd_5,2023-08-25T04:03:10.707,1,Super Rare,004,"Merlin Lineage
<br>
At the beginning of your recollection phase, put a level counter on Merlin. Then, if there's an even amount of level counters on Merlin, draw a card and Merlin's attacks get +2 Power until end of turn.",Champion,Human,Crux,Warrior;Mage,,2.8,4.11,29.99,3.64,,Normal,3,,,3,28,,
498026,Ocean's Blessing,Oceans Blessing,https://tcgplayer-cdn.tcgplayer.com/product/498026_200w.jpg,74,23212,https://cpt.tcgcsv.com/xd_5,2023-08-25T04:03:10.707,1,Uncommon,066,"Ally Link (This object enters the field linked to target ally. If the link is broken, sacrifice this object.)
<br>
Linked ally gets +1 Life and has taunt.
<br>
[Class Bonus] Floating Memory",Phantasia,Spell,Water,Tamer,2,0.05,0.17,2.99,0.15,,Normal,,,,,,,
498026,Ocean's Blessing,Oceans Blessing,https://tcgplayer-cdn.tcgplayer.com/product/498026_200w.jpg,74,23212,https://cpt.tcgcsv.com/xd_5,2023-08-25T04:03:10.707,1,Uncommon,066,"Ally Link (This object enters the field linked to target ally. If the link is broken, sacrifice this object.)
<br>
Linked ally gets +1 Life and has taunt.
<br>
[Class Bonus] Floating Memory",Phantasia,Spell,Water,Tamer,2,0.25,0.78,3.99,0.78,,Foil,,,,,,,
498027,Protective Fractal,Protective Fractal,https://tcgplayer-cdn.tcgplayer.com/product/498027_200w.jpg,74,23212,https://cpt.tcgcsv.com/zd_5,2023-08-25T04:03:10.707,1,Common,067,"Reservable (While paying for a reserve cost, you may rest this object to pay for 1 of that cost.)
<br>
REST: Prevent the next 1 damage that would be dealt to target champion this turn.",Phantasia,Fractal,Water,Cleric,4,0.04,0.16,1.32,0.09,,Normal,,,,,,,
498027,Protective Fractal,Protective Fractal,https://tcgplayer-cdn.tcgplayer.com/product/498027_200w.jpg,74,23212,https://cpt.tcgcsv.com/zd_5,2023-08-25T04:03:10.707,1,Common,067,"Reservable (While paying for a reserve cost, you may rest this object to pay for 1 of that cost.)
<br>
REST: Prevent the next 1 damage that would be dealt to target champion this turn.",Phantasia,Fractal,Water,Cleric,4,0.1,0.48,4.25,0.4,,Foil,,,,,,,
498028,Scavenging Raccoon,Scavenging Raccoon,https://tcgplayer-cdn.tcgplayer.com/product/498028_200w.jpg,74,23212,https://cpt.tcgcsv.com/Bd_5,2023-08-25T04:03:10.707,1,Common,045,On Enter: Banish up to two target cards from a single graveyard.,Ally,Animal;Raccoon,Norm,Tamer,2,0.05,0.18,2.0,0.13,,Normal,,,<em>Looters have conditioned these diligent creatures to scavenge the battlefield for any source of glint or glitter in exchange for a treat.</em>,,1,1,
498028,Scavenging Raccoon,Scavenging Raccoon,https://tcgplayer-cdn.tcgplayer.com/product/498028_200w.jpg,74,23212,https://cpt.tcgcsv.com/Bd_5,2023-08-25T04:03:10.707,1,Common,045,On Enter: Banish up to two target cards from a single graveyard.,Ally,Animal;Raccoon,Norm,Tamer,2,1.38,3.0,4.99,1.58,,Foil,,,<em>Looters have conditioned these diligent creatures to scavenge the battlefield for any source of glint or glitter in exchange for a treat.</em>,,1,1,
498029,Red Slime,Red Slime,https://tcgplayer-cdn.tcgplayer.com/product/498029_200w.jpg,74,23212,https://cpt.tcgcsv.com/Cd_5,2023-08-25T04:03:10.707,1,Uncommon,056,"Pride 3 (This ally won't obey you unless your champion is level 3 or higher.)
<br>
[Class Bonus] On Death: Deal damage to all allies equal to Red Slime's power. (Apply this effect only if your champion's class matches this card's class.)",Ally,Beast;Slime,Fire,Tamer,3,0.05,0.17,1.32,0.11,,Normal,,,,,2,3,
498029,Red Slime,Red Slime,https://tcgplayer-cdn.tcgplayer.com/product/498029_200w.jpg,74,23212,https://cpt.tcgcsv.com/Cd_5,2023-08-25T04:03:10.707,1,Uncommon,056,"Pride 3 (This ally won't obey you unless your champion is level 3 or higher.)
<br>
[Class Bonus] On Death: Deal damage to all allies equal to Red Slime's power. (Apply this effect only if your champion's class matches this card's class.)",Ally,Beast;Slime,Fire,Tamer,3,1.95,5.99,15.0,2.4,,Foil,,,,,2,3,
498030,Riptide Slash,Riptide Slash,https://tcgplayer-cdn.tcgplayer.com/product/498030_200w.jpg,74,23212,https://cpt.tcgcsv.com/Dd_5,2023-08-25T04:03:10.707,1,Common,069,"[Class Bonus] On Attack: Glimpse 2. (To glimpse, look at that many cards from the top of your deck. Put those cards back on the top or on the bottom of your deck in any order.)
<br>
On Kill: You may put the top card of your deck into your graveyard.",Attack,Sword,Water,Warrior,2,0.1,0.38,3.99,0.19,,Foil,,,,,,2,
498030,Riptide Slash,Riptide Slash,https://tcgplayer-cdn.tcgplayer.com/product/498030_200w.jpg,74,23212,https://cpt.tcgcsv.com/Dd_5,2023-08-25T04:03:10.707,1,Common,069,"[Class Bonus] On Attack: Glimpse 2. (To glimpse, look at that many cards from the top of your deck. Put those cards back on the top or on the bottom of your deck in any order.)
<br>
On Kill: You may put the top card of your deck into your graveyard.",Attack,Sword,Water,Warrior,2,0.03,0.17,1.3,0.07,,Normal,,,,,,2,
498031,Song of Frost,Song of Frost,https://tcgplayer-cdn.tcgplayer.com/product/498031_200w.jpg,74,23212,https://cpt.tcgcsv.com/Fd_5,2023-08-25T04:03:10.707,1,Common,070,"[Class Bonus] You may banish a card with floating memory from your graveyard rather than pay this card's reserve cost.
<br>
If a unit is attacking, end the combat phase. (As a phase ends, banish all triggers, activations, and materializations on the effects stack.)",Action,Melody;Skill,Water,Tamer,2,1.41,1.5,9.99,1.94,,Foil,,Fast,,,,,
498031,Song of Frost,Song of Frost,https://tcgplayer-cdn.tcgplayer.com/product/498031_200w.jpg,74,23212,https://cpt.tcgcsv.com/Fd_5,2023-08-25T04:03:10.707,1,Common,070,"[Class Bonus] You may banish a card with floating memory from your graveyard rather than pay this card's reserve cost.
<br>
If a unit is attacking, end the combat phase. (As a phase ends, banish all triggers, activations, and materializations on the effects stack.)",Action,Melody;Skill,Water,Tamer,2,0.04,0.2,9.0,0.14,,Normal,,Fast,,,,,
498032,Tithe Proclamation,Tithe Proclamation,https://tcgplayer-cdn.tcgplayer.com/product/498032_200w.jpg,74,23212,https://cpt.tcgcsv.com/Gd_5,2023-08-25T04:03:10.707,1,Common,009,"On Enter: Draw a card.
<br>
Players can't draw more than three cards each turn unless it's their first turn of the game.",Item;Regalia,Scripture,Norm,Cleric,,0.4,0.87,5.0,0.65,,Foil,1,,<em>Wealth can only be amassed up to a certain point before the Church of Aesa takes an interest.</em>,,,,
498032,Tithe Proclamation,Tithe Proclamation,https://tcgplayer-cdn.tcgplayer.com/product/498032_200w.jpg,74,23212,https://cpt.tcgcsv.com/Gd_5,2023-08-25T04:03:10.707,1,Common,009,"On Enter: Draw a card.
<br>
Players can't draw more than three cards each turn unless it's their first turn of the game.",Item;Regalia,Scripture,Norm,Cleric,,0.05,0.2,1.32,0.11,,Normal,1,,<em>Wealth can only be amassed up to a certain point before the Church of Aesa takes an interest.</em>,,,,
498033,Varuckan Acolyte,Varuckan Acolyte,https://tcgplayer-cdn.tcgplayer.com/product/498033_200w.jpg,74,23212,https://cpt.tcgcsv.com/Hd_5,2023-08-25T04:03:10.707,1,Uncommon,057,"On Enter: Destroy target regalia with memory cost 0.
<br>
[Level 3+] Varuckan Acolyte gets +3 Power.",Ally,Human,Fire,Mage,3,0.05,0.2,1.99,0.17,,Normal,,,<em>Some of the cabalistic rituals practiced among the mad cultists require material sacrifice.</em>,,1,0,
498033,Varuckan Acolyte,Varuckan Acolyte,https://tcgplayer-cdn.tcgplayer.com/product/498033_200w.jpg,74,23212,https://cpt.tcgcsv.com/Hd_5,2023-08-25T04:03:10.707,1,Uncommon,057,"On Enter: Destroy target regalia with memory cost 0.
<br>
[Level 3+] Varuckan Acolyte gets +3 Power.",Ally,Human,Fire,Mage,3,0.79,0.95,2.99,0.86,,Foil,,,<em>Some of the cabalistic rituals practiced among the mad cultists require material sacrifice.</em>,,1,0,
498034,Varuckan Soulknife,Varuckan Soulknife,https://tcgplayer-cdn.tcgplayer.com/product/498034_200w.jpg,74,23212,https://cpt.tcgcsv.com/Jd_5,2023-08-25T04:03:10.707,1,Super Rare,014,"[Class Bonus] [Element Bonus] You may banish three fire element cards from your graveyard to activate this card from your material deck.
<br>
[Class Bonus] On Kill: Return Varuckan Soulknife to your material deck.",Weapon;Regalia,Dagger,Fire,Assassin,,0.25,0.4,4.99,0.33,,Normal,0,,,,,1,1
498034,Varuckan Soulknife,Varuckan Soulknife,https://tcgplayer-cdn.tcgplayer.com/product/498034_200w.jpg,74,23212,https://cpt.tcgcsv.com/Jd_5,2023-08-25T04:03:10.707,1,Super Rare,014,"[Class Bonus] [Element Bonus] You may banish three fire element cards from your graveyard to activate this card from your material deck.
<br>
[Class Bonus] On Kill: Return Varuckan Soulknife to your material deck.",Weapon;Regalia,Dagger,Fire,Assassin,,9.99,14.5,39.99,5.47,,Foil,0,,,,,1,1
498035,"Ventus, Staff of Zephyrs",Ventus Staff of Zephyrs,https://tcgplayer-cdn.tcgplayer.com/product/498035_200w.jpg,74,23212,https://cpt.tcgcsv.com/Kd_5,2023-08-25T04:03:10.707,1,Super Rare,020,"Whenever you activate a wind Mage Spell, put a refinement counter on Ventus.
<br>
REST, Remove a refinement counter from Ventus: Put an enlighten counter on your champion.
<br>
REST, Remove three refinement counters from Ventus: Suppress target ally.",Item;Regalia,Staff,Wind,Mage,,0.25,0.54,4.49,0.5,,Normal,0,,,,,,
498035,"Ventus, Staff of Zephyrs",Ventus Staff of Zephyrs,https://tcgplayer-cdn.tcgplayer.com/product/498035_200w.jpg,74,23212,https://cpt.tcgcsv.com/Kd_5,2023-08-25T04:03:10.707,1,Super Rare,020,"Whenever you activate a wind Mage Spell, put a refinement counter on Ventus.
<br>
REST, Remove a refinement counter from Ventus: Put an enlighten counter on your champion.
<br>
REST, Remove three refinement counters from Ventus: Suppress target ally.",Item;Regalia,Staff,Wind,Mage,,8.0,12.0,79.99,15.49,,Foil,0,,,,,,
498036,Wand of Frost,Wand of Frost,https://tcgplayer-cdn.tcgplayer.com/product/498036_200w.jpg,74,23212,https://cpt.tcgcsv.com/Ld_5,2023-08-25T04:03:10.707,1,Rare,017,"[Class Bonus] On Enter: Draw a card.
<br>
Banish Wand of Frost: Target unit's attacks get -3 Power until end of turn.",Item;Regalia,Wand,Water,Cleric;Mage,,0.05,0.23,2.5,0.14,,Normal,1,,"<em>Wielded by the apostles of the Lumina Sanctuary, this wand chills even the most heated of threats.</em>",,,,
498036,Wand of Frost,Wand of Frost,https://tcgplayer-cdn.tcgplayer.com/product/498036_200w.jpg,74,23212,https://cpt.tcgcsv.com/Ld_5,2023-08-25T04:03:10.707,1,Rare,017,"[Class Bonus] On Enter: Draw a card.
<br>
Banish Wand of Frost: Target unit's attacks get -3 Power until end of turn.",Item;Regalia,Wand,Water,Cleric;Mage,,0.99,1.47,3.99,1.66,,Foil,1,,"<em>Wielded by the apostles of the Lumina Sanctuary, this wand chills even the most heated of threats.</em>",,,,
498037,"Merlin, Kingslayer (B) (CSR)",Merlin Kingslayer B CSR,https://tcgplayer-cdn.tcgplayer.com/product/498037_200w.jpg,74,23212,https://cpt.tcgcsv.com/Md_5,2023-08-25T04:03:10.707,1,Collector Super Rare,004B,"Merlin Lineage
<br>
At the beginning of your recollection phase, put a level counter on Merlin. Then, if there's an even amount of level counters on Merlin, draw a card and Merlin's attacks get +2 Power until end of turn.",Champion,Human,Crux,Warrior;Mage,,899.98,999.99,1199.99,800.0,,Foil,3,,,3,28,,
500828,Fractured Crown Booster Pack,Fractured Crown Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/500828_200w.jpg,74,23212,https://cpt.tcgcsv.com/Bl06,2023-08-25T04:03:10.707,1,,,,,,,,,3.49,4.25,5.08,5.08,,Normal,,,,,,,
500829,Fractured Crown Booster Box,Fractured Crown Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/500829_200w.jpg,74,23212,https://cpt.tcgcsv.com/Cl06,2023-08-25T04:03:10.707,1,,,,,,,,,80.85,105.75,122.99,77.51,,Normal,,,,,,,
512621,Fractured Crown - Booster Box Case,Fractured Crown Booster Box Case,https://tcgplayer-cdn.tcgplayer.com/product/512621_200w.jpg,74,23212,https://cpt.tcgcsv.com/r376,2023-08-25T04:03:10.707,1,,,,,,,,,,,,,,,,,,,,,
512632,"Uther, Illustrious King",Uther Illustrious King,https://tcgplayer-cdn.tcgplayer.com/product/512632_200w.jpg,74,23212,https://cpt.tcgcsv.com/G376,2023-08-25T04:03:10.707,1,Super Rare,088,"Intercept, Vigor<br>
On Enter: You may rest Uther. When you do, banish another target non-champion object.<br>
On Leave: Return the banished object to the field under its owner's control rested.",Ally;Unique,Human;Warrior,Luxem,Warrior,4,3.99,4.96,9.99,3.99,,Foil,,,,,4,4,4
512632,"Uther, Illustrious King",Uther Illustrious King,https://tcgplayer-cdn.tcgplayer.com/product/512632_200w.jpg,74,23212,https://cpt.tcgcsv.com/G376,2023-08-25T04:03:10.707,1,Super Rare,088,"Intercept, Vigor<br>
On Enter: You may rest Uther. When you do, banish another target non-champion object.<br>
On Leave: Return the banished object to the field under its owner's control rested.",Ally;Unique,Human;Warrior,Luxem,Warrior,4,0.19,0.7,5.0,0.33,,Normal,,,,,4,4,4
512633,Avatar of Gaia,Avatar of Gaia,https://tcgplayer-cdn.tcgplayer.com/product/512633_200w.jpg,74,23212,https://cpt.tcgcsv.com/H376,2023-08-25T04:03:10.707,1,Rare,089,"<strong>Ally Link</strong> <em>(This object enters the field linked to target ally. If the link is broken, sacrifice this object.)</em>
<br>[Class Bonus] <strong>Preserve</strong>
<br>Linked ally has <strong>taunt</strong> and loses <strong>pride</strong>.",Ally;Unique,Tamer;Avatar,Tera,Tamer,1,0.49,1.24,8.63,1.05,,Foil,,,<em>Even the king of beasts rallied to Gaia's presence.</em>,,2,0,
512633,Avatar of Gaia,Avatar of Gaia,https://tcgplayer-cdn.tcgplayer.com/product/512633_200w.jpg,74,23212,https://cpt.tcgcsv.com/H376,2023-08-25T04:03:10.707,1,Rare,089,"<strong>Ally Link</strong> <em>(This object enters the field linked to target ally. If the link is broken, sacrifice this object.)</em>
<br>[Class Bonus] <strong>Preserve</strong>
<br>Linked ally has <strong>taunt</strong> and loses <strong>pride</strong>.",Ally;Unique,Tamer;Avatar,Tera,Tamer,1,0.14,0.24,4.99,0.24,,Normal,,,<em>Even the king of beasts rallied to Gaia's presence.</em>,,2,0,
512643,Spirit of Serene Fire,Spirit of Serene Fire,https://tcgplayer-cdn.tcgplayer.com/product/512643_200w.jpg,74,23212,https://cpt.tcgcsv.com/T376,2023-08-25T04:03:10.707,1,Ultra Rare,001,"On Enter: Glimpse 6. Draw six cards. 
<br>
Lineage Release — Recover 6. <em>(Activate this ability by banishing this card from your champion's inner lineage.)</em>",Champion,Spirit,Fire,Spirit,,39.99,69.99,71.99,47.12,,Foil,0,,<em>Searing insight found within all-consuming flame.</em>,0,15,,
